# Format version 3
# nfields = 1
# NDim = 2
# PW grid = 21 21 
# k-space data = 1 , complex data = 1
#
    0.000000     0.000000 0 0   0.0065391836206962   0.0045735654174897 
    0.000000     0.345486 0 1   0.0042529747224812  -0.0042776727569191 
    0.000000     0.690971 0 2   0.0042287985163939   0.0010550582113063 
    0.000000     1.036457 0 3   0.0059418254681789  9.9603002513337e-05 
    0.000000     1.381942 0 4   0.0053418812890007   0.0022066500226798 
    0.000000     1.727428 0 5   0.0018282947847316  0.00058425661954349 
    0.000000     2.072914 0 6   0.0025882012686362 -0.00085327531924386 
    0.000000     2.418399 0 7   0.0022976053449332   0.0049245812389775 
    0.000000     2.763885 0 8    0.010521694197634   0.0029434373430336 
    0.000000     3.109370 0 9   0.0092256089741654   0.0025778769279922 
    0.000000     3.454856 0 10    0.014004055989058   0.0067656992056065 
    0.000000    -3.454856 0 -10    0.014004055989058   0.0067656992056065 
    0.000000    -3.109370 0 -9   0.0092256089741654   0.0025778769279922 
    0.000000    -2.763885 0 -8    0.010521694197634   0.0029434373430336 
    0.000000    -2.418399 0 -7   0.0022976053449332   0.0049245812389775 
    0.000000    -2.072914 0 -6   0.0025882012686362 -0.00085327531924386 
    0.000000    -1.727428 0 -5   0.0018282947847316  0.00058425661954349 
    0.000000    -1.381942 0 -4   0.0053418812890007   0.0022066500226798 
    0.000000    -1.036457 0 -3   0.0059418254681789  9.9603002513336e-05 
    0.000000    -0.690971 0 -2   0.0042287985163939   0.0010550582113063 
    0.000000    -0.345486 0 -1   0.0042529747224812  -0.0042776727569191 

    0.299199    -0.172743 1 0   0.0073341797849363   0.0045989505978739 
    0.299199     0.172743 1 1   0.0052473556086376   0.0052228555128621 
    0.299199     0.518228 1 2   0.0048826521613842   0.0040173805826835 
    0.299199     0.863714 1 3    0.006562368297848   0.0026005857098848 
    0.299199     1.209200 1 4   0.0043571864192184    0.011200212922791 
    0.299199     1.554685 1 5   0.0083351176870507   0.0021699019233591 
    0.299199     1.900171 1 6   0.0055138273103825   0.0034116179671829 
    0.299199     2.245656 1 7   0.0084473271572396   0.0069701585265524 
    0.299199     2.591142 1 8   0.0020260968178686   0.0035956531787565 
    0.299199     2.936628 1 9   0.0076497904866356   0.0033547881854374 
    0.299199     3.282113 1 10   0.0061959694339238  -0.0033326866587529 
    0.299199    -3.627599 1 -10   0.0094995268738832   0.0083180652185695 
    0.299199    -3.282113 1 -9    0.011626634392917   0.0086350229458619 
    0.299199    -2.936628 1 -8   0.0097551936942393   0.0063049939172515 
    0.299199    -2.591142 1 -7   0.0027646764695722   0.0080026362002009 
    0.299199    -2.245656 1 -6   0.0077774939699378     0.00536296335751 
    0.299199    -1.900171 1 -5   0.0030912257097116   0.0052579659214122 
    0.299199    -1.554685 1 -4   0.0049377814358851   0.0025571110674055 
    0.299199    -1.209200 1 -3   0.0049842122999796   0.0012961162225937 
    0.299199    -0.863714 1 -2   0.0046610317796797   0.0025257004441917 
    0.299199    -0.518228 1 -1   0.0071294049463933   0.0024217795411999 

    0.598399    -0.345486 2 0   0.0063232321032006   0.0030688136921367 
    0.598399    -0.000000 2 1   0.0080150690077615  0.00085868969834274 
    0.598399     0.345486 2 2    0.009618914724901   0.0063786235046008 
